ID_Expediente,TipoPrestacion,TipoRecurso,TieneSentencia,CruceISSHistorico,ResultadoValIndicios,ResultadoValNomina,ResultadoValHL,TieneDocumentosAdicionales,ExisteRegistroEmbargo,RequiereRevisionHL,UltimoEmpleadorPublico,RecibePensionActual,TienePQRSPendiente,TieneRequerimientoExterno,EstadoRequerimientoInterno,TieneTiemposNoISS,EstadoVinculacionBEPS,AsignarBancoBEPS,ClasificacionModelo,ClasificacionEsperada,ResultadoValidacion
EXP-000349,Auxilio Funerario,Ninguno,No,No,No,No,No,No,Si,No,No,Si,No,No,Cerrado,Si,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000350,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000351,Vejez,Reposicion,No,Si,No,No,Si,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000352,Vejez,Ninguno,No,Si,Si,Si,No,Si,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000353,Sustitucion,Reposicion,No,No,Si,No,Si,Si,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000354,Sobrevivientes,Ninguno,No,No,Si,Si,No,No,No,No,No,No,No,Si,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000355,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000356,Convenio Internacional,Ninguno,No,No,No,Si,No,No,No,No,No,Si,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000357,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,Si,Si,No,Cerrado,No,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000358,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000359,Auxilio Funerario,Ninguno,No,No,Si,Si,No,No,No,No,No,No,Si,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000360,Vejez,Ninguno,No,No,No,No,No,Si,No,Si,No,No,No,No,Cerrado,No,Vinculado,Si,Mixto,Mixto,CORRECTO
EXP-000361,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000362,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000363,Sobrevivientes,Ninguno,No,Si,No,No,No,No,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000364,Auxilio Funerario,Ninguno,No,No,No,No,No,No,Si,No,No,No,Si,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000365,Invalidez Especial,Reposicion,No,No,Si,No,No,Si,Si,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000366,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000367,Sustitucion,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000368,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,Si,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000369,Vejez,Ninguno,No,No,No,Si,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000370,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000371,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000372,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000373,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000374,Auxilio Funerario,Apelacion,No,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000375,Sobrevivientes,Ninguno,Si,No,No,No,No,No,No,No,No,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000376,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,Si,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000377,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,Si,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000378,Sustitucion,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000379,Convenio Internacional,Ninguno,No,No,Si,No,Si,Si,No,No,Si,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000380,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000381,Sustitucion,Apelacion,No,No,No,Si,No,Si,No,No,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000382,Sustitucion,Apelacion,Si,No,Si,No,No,Si,No,No,No,Si,No,Si,Cerrado,No,Prospecto,No,Manual,Manual,CORRECTO
EXP-000383,Auxilio Funerario,Apelacion,No,No,Si,No,Si,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000384,Auxilio Funerario,Apelacion,No,No,Si,Si,No,No,No,Si,No,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000385,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000386,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000387,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000388,Sustitucion,Ninguno,No,No,Si,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000389,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000390,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000391,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000392,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000393,Sustitucion,Ninguno,No,No,Si,No,Si,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000394,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000395,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000396,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,Si,Mixto,Automatico,INCORRECTO
EXP-000397,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000398,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000399,Invalidez Especial,Ninguno,No,No,No,Si,No,No,No,Si,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000400,Vejez,Reposicion,No,No,No,No,Si,Si,No,No,No,No,Si,No,Abierto,No,Prospecto,No,Manual,Manual,CORRECTO
EXP-000401,Vejez,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000402,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000403,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000404,Convenio Internacional,Ninguno,No,No,No,No,No,Si,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000405,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000406,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000407,Auxilio Funerario,Reposicion,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,Prospecto,Si,Manual,Manual,CORRECTO
EXP-000408,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000409,Sobrevivientes,Ninguno,No,No,No,No,No,No,Si,Si,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000410,Sobrevivientes,Ninguno,No,No,No,No,No,Si,No,No,No,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000411,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000412,Vejez,Apelacion,No,No,No,Si,No,Si,No,No,No,Si,No,No,Abierto,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000413,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000414,Convenio Internacional,Ninguno,No,No,No,Si,No,Si,Si,No,No,No,No,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000415,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000416,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000417,Vejez,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000418,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000419,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000420,Vejez,Ninguno,No,No,No,Si,Si,Si,No,No,Si,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000421,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000422,Vejez,Ninguno,Si,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000423,Sustitucion,Ninguno,No,Si,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000424,Sobrevivientes,Reposicion,No,Si,Si,No,Si,No,No,No,Si,Si,No,No,Cerrado,Si,No aplica,Si,Manual,Manual,CORRECTO
EXP-000425,Invalidez Especial,Ninguno,No,No,No,No,Si,Si,No,Si,Si,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000426,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000427,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000428,Auxilio Funerario,Apelacion,Si,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000429,Sobrevivientes,Ninguno,No,Si,Si,No,Si,No,Si,No,No,No,No,No,Abierto,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000430,Auxilio Funerario,Ninguno,No,Si,No,No,No,No,No,No,No,Si,Si,No,Cerrado,No,Prospecto,No,Manual,Manual,CORRECTO
EXP-000431,Auxilio Funerario,Ninguno,No,Si,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,Si,Manual,Manual,CORRECTO
EXP-000432,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000433,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Automatico,INCORRECTO
EXP-000434,Vejez,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000435,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000436,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000437,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000438,Invalidez Especial,Reposicion,Si,No,No,Si,No,Si,No,No,No,Si,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000439,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000440,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,Si,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000441,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000442,Sustitucion,Ninguno,No,No,Si,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000443,Sobrevivientes,Ninguno,No,No,No,No,Si,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000444,Sustitucion,Ninguno,No,No,Si,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000445,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000446,Sobrevivientes,Reposicion,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000447,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000448,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000449,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000450,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,Si,Si,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000451,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,Si,Cerrado,Si,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000452,Vejez,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000453,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000454,Sustitucion,Reposicion,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000455,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,Si,No,No,No,Cerrado,No,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000456,Sustitucion,Reposicion,No,No,Si,No,No,Si,No,No,Si,Si,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000457,Convenio Internacional,Ninguno,No,Si,No,No,Si,Si,No,No,No,No,No,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000458,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000459,Auxilio Funerario,Ninguno,No,No,No,No,No,No,Si,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000460,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000461,Invalidez Especial,Apelacion,Si,Si,Si,No,Si,No,No,Si,No,No,No,No,Cerrado,No,Prospecto,No,Manual,Manual,CORRECTO
EXP-000462,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000463,Auxilio Funerario,Ninguno,Si,No,No,No,Si,No,No,No,No,No,Si,No,Cerrado,No,Prospecto,No,Manual,Manual,CORRECTO
EXP-000464,Auxilio Funerario,Ninguno,Si,No,Si,No,No,No,No,Si,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000465,Convenio Internacional,Ninguno,No,No,Si,No,Si,Si,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000466,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000467,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000468,Sobrevivientes,Apelacion,No,No,No,No,Si,No,No,No,No,No,No,Si,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000469,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000470,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000471,Vejez,Ninguno,No,No,Si,No,Si,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000472,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000473,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000474,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000475,Sustitucion,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000476,Sobrevivientes,Ninguno,No,No,No,Si,Si,Si,No,Si,No,No,No,No,Cerrado,No,Vinculado,Si,Manual,Manual,CORRECTO
EXP-000477,Convenio Internacional,Reposicion,No,No,No,Si,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000478,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000479,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000480,Sustitucion,Apelacion,No,No,No,No,No,Si,No,Si,Si,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000481,Sustitucion,Ninguno,No,No,Si,No,No,No,No,Si,Si,No,No,Si,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000482,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000483,Sobrevivientes,Ninguno,No,No,Si,Si,Si,No,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000484,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000485,Auxilio Funerario,Apelacion,No,No,No,No,No,Si,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000486,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000487,Invalidez Especial,Ninguno,No,No,Si,Si,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000488,Vejez,Ninguno,Si,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000489,Sustitucion,Ninguno,Si,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000490,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000491,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000492,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000493,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,Si,No,No,No,Cerrado,No,Vinculado,Si,Mixto,Mixto,CORRECTO
EXP-000494,Invalidez Especial,Reposicion,Si,No,No,Si,Si,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000495,Sustitucion,Ninguno,No,No,No,No,Si,No,No,No,Si,Si,No,No,Cerrado,No,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000496,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000497,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000498,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000499,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000500,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000501,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000502,Convenio Internacional,Reposicion,No,No,Si,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,Si,Manual,Manual,CORRECTO
EXP-000503,Invalidez Especial,Apelacion,No,No,Si,Si,Si,Si,No,Si,No,Si,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000504,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000505,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000506,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000507,Sobrevivientes,Ninguno,No,No,Si,No,Si,No,No,No,No,Si,Si,No,Cerrado,No,No aplica,Si,Manual,Manual,CORRECTO
EXP-000508,Sustitucion,Ninguno,Si,No,Si,Si,No,No,Si,Si,Si,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000509,Sobrevivientes,Apelacion,No,No,No,Si,No,Si,No,No,Si,Si,No,Si,Abierto,No,No aplica,No,Manual,Mixto,INCORRECTO
EXP-000510,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000511,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000512,Auxilio Funerario,Reposicion,No,No,No,No,No,Si,No,Si,No,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000513,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000514,Sustitucion,Ninguno,No,Si,No,No,No,No,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000515,Sobrevivientes,Ninguno,Si,No,Si,No,No,No,No,Si,No,No,No,No,Cerrado,Si,No aplica,Si,Manual,Manual,CORRECTO
EXP-000516,Auxilio Funerario,Reposicion,No,No,No,No,Si,Si,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000517,Vejez,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,Si,Cerrado,Si,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000518,Sustitucion,Ninguno,No,No,No,No,No,Si,No,Si,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000519,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000520,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000521,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000522,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000523,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000524,Vejez,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
